Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal_Price,Price_Date
1750,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,23 Apr 12
1751,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,23 Apr 10
1752,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,22 Apr 17
1753,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,22 Apr 16
1754,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,22 Apr 15
1755,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,22 Apr 12
1756,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,22 Apr 10
1757,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,21 May 14
1758,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,21 May 12
1759,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,21 Apr 17
1760,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,21 Apr 16
1761,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,21 Apr 15
1762,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,21 Apr 12
1763,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,21 Apr 10
1764,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,20 May 12
1765,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,20 Apr 17
1766,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,20 Apr 16
1767,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,20 Apr 13
1768,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,20 Apr 12
1769,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,20 Apr 10
1770,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,19 May 12
1771,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,19 Apr 17
1772,Bhatinda,Talwandi Sabo,Wheat,343,FAQ,1525,1525,1525,19 Apr 16
1773,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,19 Apr 13
1774,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,19 Apr 12
1775,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,19 Apr 10
1776,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,18 May 15
1777,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,18 Apr 17
1778,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,18 Apr 10
1779,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,17 May 12
1780,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,17 May 10
1781,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,17 Apr 17
1782,Bhatinda,Talwandi Sabo,Wheat,343,FAQ,1525,1525,1525,17 Apr 16
1783,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,17 Apr 13
1784,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,17 Apr 10
1785,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,16 May 15
1786,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,16 May 14
1787,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,16 May 12
1788,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,16 May 10
1789,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,16 Apr 17
1790,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,16 Apr 10
1791,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,15 May 14
1792,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,15 May 12
1793,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,15 May 10
1794,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,15 Apr 17
1795,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,15 Apr 10
1796,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,14 May 14
1797,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,14 May 12
1798,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,14 Apr 17
1799,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,14 Apr 10
1800,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,13 May 15
1801,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,13 May 14
1802,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,13 May 13
1803,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,13 May 12
1804,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,13 May 10
1805,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,13 Apr 10
1806,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,12 May 15
1807,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,12 May 13
1808,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,12 May 12
1809,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,12 May 10
1810,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,12 Apr 10
1811,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,11 May 15
1812,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,11 May 14
1813,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,11 May 13
1814,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,11 May 12
1815,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,11 May 10
1816,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,11 Apr 10
1817,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,10 May 16
1818,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,10 May 14
1819,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,10 May 13
1820,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,10 May 12
1821,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,10 May 10
1822,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,10 Apr 10
1823,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,9 May 15
1824,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,9 May 14
1825,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,9 May 13
1826,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,9 May 12
1827,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,8 May 14
1828,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1120,1120,1120,8 May 11
1829,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,8 May 10
1830,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,7 May 15
1831,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,7 May 14
1832,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,7 May 13
1833,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,7 May 12
1834,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,7 May 10
1835,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,6 May 16
1836,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,6 May 14
1837,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,6 May 13
1838,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,6 May 12
1839,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,6 May 10
1840,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,5 May 15
1841,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,5 May 14
1842,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,5 May 13
1843,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,5 May 12
1844,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,5 May 10
1845,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,4 May 17
1846,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,4 May 14
1847,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,4 May 13
1848,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,4 May 12
1849,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,4 May 10
1850,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,3 May 17
1851,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,3 May 14
1852,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,3 May 13
1853,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,3 May 12
1854,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,3 May 10
1855,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,2 May 17
1856,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,2 May 16
1857,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,2 May 15
1858,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,2 May 12
1859,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,2 May 10
1860,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,1 May 12
1861,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,1 May 10
1862,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,30 Apr 16
1863,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,30 Apr 15
1864,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,30 Apr 13
1865,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,29 Apr 15
1866,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,29 Apr 14
1867,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,28 Apr 14
1868,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,28 Apr 13
1869,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,28 Apr 12
1870,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,27 Apr 17
1871,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,27 Apr 15
1872,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,27 Apr 14
1873,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,27 Apr 13
1874,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,27 Apr 12
1875,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,26 Apr 17
1876,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,26 Apr 16
1877,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,26 Apr 14
1878,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,26 Apr 13
1879,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,26 Apr 12
1880,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,25 Apr 17
1881,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,25 Apr 16
1882,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,25 Apr 14
1883,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,25 Apr 12
1884,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,24 Apr 17
1885,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,24 Apr 16
1886,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,24 Apr 15
1887,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,24 Apr 13
1888,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,24 Apr 12
1889,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,23 Apr 17
1890,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,23 Apr 16
1891,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,23 Apr 15
1892,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,23 Apr 13
1893,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,23 Apr 12
1894,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,22 May 12
1895,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,22 Apr 17
1896,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,22 Apr 16
1897,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,22 Apr 15
1898,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,22 Apr 14
1899,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,22 Apr 12
1900,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,21 Apr 17
1901,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,21 Apr 16
1902,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,21 Apr 15
1903,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,21 Apr 12
1904,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,20 Apr 17
1905,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,20 Apr 16
1906,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,20 Apr 13
1907,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,20 Apr 12
1908,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,19 May 12
1909,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,19 Apr 17
1910,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,19 Apr 16
1911,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,19 Apr 13
1912,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,19 Apr 12
1913,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,18 May 15
1914,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,18 May 14
1915,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,18 Apr 17
1916,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,18 Apr 14
1917,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,18 Apr 13
1918,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,17 Apr 17
1919,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,17 Apr 16
1920,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,17 Apr 14
1921,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,17 Apr 13
1922,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,15 May 12
1923,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,13 May 14
1924,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,13 May 13
1925,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,13 May 12
1926,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,12 May 13
1927,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,12 May 12
1928,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,11 May 15
1929,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,11 May 14
1930,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,11 May 12
1931,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,10 May 12
1932,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,9 May 15
1933,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,9 May 14
1934,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,9 May 13
1935,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,9 May 12
1936,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,8 May 15
1937,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,8 May 14
1938,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,8 May 12
1939,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,7 May 14
1940,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,7 May 13
1941,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,7 May 12
1942,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,6 May 17
1943,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,6 May 15
1944,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,6 May 14
1945,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,6 May 13
1946,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,6 May 12
1947,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,5 May 17
1948,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,5 May 16
1949,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,5 May 15
1950,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,5 May 14
1951,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,5 May 13
1952,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,4 May 15
1953,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,4 May 14
1954,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,4 May 12
1955,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,3 May 16
1956,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,3 May 14
1957,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,3 May 13
1958,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,3 May 12
1959,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,2 May 16
1960,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,2 May 15
1961,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,2 May 12
1962,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,1 May 15
1963,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,1 May 12
1964,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1525,1525,1525,30 Apr 16
1965,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1450,1450,1450,30 Apr 15
1966,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,29 Apr 14
1967,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,28 Apr 14
1968,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,27 Apr 17
1969,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,26 Apr 17
1970,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1525,1525,1525,26 Apr 16
1971,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,26 Apr 14
1972,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,25 Apr 17
1973,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,25 Apr 14
1974,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,24 Apr 17
1975,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1450,1450,1450,24 Apr 15
1976,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,24 Apr 14
1977,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,23 Apr 17
1978,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1525,1525,1525,23 Apr 16
1979,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,22 Apr 17
1980,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1525,1525,1525,22 Apr 16
1981,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,21 Apr 17
1982,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1525,1525,1525,21 Apr 16
1983,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,21 Apr 14
1984,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,20 Apr 17
1985,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,19 Apr 17
1986,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1525,1525,1525,19 Apr 16
1987,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,18 Apr 17
1988,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,17 Apr 17
1989,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1525,1525,1525,17 Apr 16
1990,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,13 May 14
1991,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1450,1450,1450,11 May 15
1992,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,10 May 14
1993,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,5 May 17
1994,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1525,1525,1525,5 May 16
1995,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1450,1450,1450,4 May 15
1996,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,3 May 14
1997,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1525,1525,1525,2 May 16
1998,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,2 May 14
1999,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,1 May 14
